İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Kars,Akyaka,126,1+1,17,4,Soba,Yok,Yok,Evet,937516
Kars,Akyaka,129,2+1,26,8,Soba,Var,Yok,Evet,779131
Kars,Akyaka,213,1+1,16,11,Soba,Var,Yok,Evet,1276282
Kars,Akyaka,71,1+1,6,14,Soba,Var,Var,Hayır,637069
Kars,Akyaka,247,3+1,15,2,Kombi,Yok,Yok,Hayır,1328720
Kars,Akyaka,132,3+1,10,2,Soba,Var,Var,Hayır,853156
Kars,Akyaka,239,3+1,12,6,Soba,Var,Yok,Hayır,1209732
Kars,Akyaka,207,2+1,18,20,Kombi,Var,Var,Evet,1210198
Kars,Akyaka,158,1+1,30,14,Soba,Var,Var,Evet,1077030
Kars,Arpaçay,214,2+1,30,10,Soba,Var,Yok,Evet,998344
Kars,Arpaçay,166,1+1,12,5,Kombi,Var,Yok,Evet,996936
Kars,Arpaçay,112,4+1,30,4,Soba,Var,Var,Evet,839824
Kars,Arpaçay,202,2+1,14,17,Merkezi,Yok,Yok,Hayır,1001960
Kars,Arpaçay,241,2+1,30,8,Kombi,Yok,Var,Hayır,1519686
Kars,Arpaçay,76,4+1,0,5,Kombi,Yok,Var,Hayır,618348
Kars,Arpaçay,122,3+1,0,1,Soba,Yok,Var,Hayır,833222
Kars,Arpaçay,224,2+1,19,12,Soba,Var,Var,Evet,1160256
Kars,Arpaçay,218,1+1,14,11,Merkezi,Var,Yok,Evet,1111116
Kars,Arpaçay,160,3+1,21,20,Soba,Var,Var,Hayır,1141120
Kars,Digor,233,2+1,10,7,Merkezi,Yok,Var,Evet,1512109
Kars,Digor,235,1+1,19,5,Kombi,Yok,Yok,Hayır,1425305
Kars,Digor,128,4+1,3,6,Merkezi,Yok,Var,Evet,1037824
Kars,Digor,250,2+1,10,17,Merkezi,Var,Yok,Evet,1177750
Kars,Digor,89,4+1,0,18,Merkezi,Yok,Yok,Hayır,748168
Kars,Digor,85,3+1,6,5,Merkezi,Yok,Yok,Evet,756575
Kars,Digor,85,4+1,24,20,Soba,Var,Var,Hayır,658740
Kars,Digor,150,3+1,25,6,Kombi,Var,Yok,Hayır,950500
Kars,Digor,190,1+1,27,15,Kombi,Var,Yok,Hayır,983300
Kars,Digor,62,1+1,17,17,Kombi,Yok,Var,Evet,589410
Kars,Kars Merkez,203,4+1,10,5,Merkezi,Var,Yok,Evet,1359141
Kars,Kars Merkez,208,2+1,22,13,Merkezi,Yok,Yok,Evet,1596272
Kars,Kars Merkez,174,3+1,15,12,Soba,Yok,Yok,Evet,1504750
Kars,Kars Merkez,94,3+1,9,3,Merkezi,Yok,Var,Evet,1048364
Kars,Kars Merkez,92,4+1,28,3,Merkezi,Yok,Yok,Evet,953552
Kars,Kars Merkez,187,3+1,3,17,Soba,Yok,Yok,Hayır,1316913
Kars,Kars Merkez,167,1+1,30,7,Merkezi,Var,Var,Evet,1323912
Kars,Kars Merkez,155,1+1,12,16,Merkezi,Var,Yok,Evet,1407885
Kars,Kars Merkez,204,4+1,21,20,Kombi,Yok,Yok,Evet,1218364
Kars,Kars Merkez,153,4+1,23,2,Soba,Yok,Yok,Hayır,1297312
Kars,Kağızman,119,4+1,25,6,Kombi,Yok,Var,Evet,994167
Kars,Kağızman,89,4+1,30,15,Merkezi,Yok,Yok,Hayır,709987
Kars,Kağızman,124,2+1,21,17,Merkezi,Yok,Var,Evet,1018264
Kars,Kağızman,152,1+1,4,17,Kombi,Var,Var,Hayır,787752
Kars,Kağızman,191,1+1,0,0,Merkezi,Var,Var,Evet,1185774
Kars,Kağızman,215,4+1,24,8,Merkezi,Yok,Yok,Hayır,1308805
Kars,Kağızman,151,2+1,9,17,Kombi,Yok,Yok,Evet,1077990
Kars,Kağızman,60,4+1,8,3,Soba,Yok,Var,Evet,642820
Kars,Kağızman,100,2+1,9,17,Kombi,Var,Var,Hayır,650100
Kars,Kağızman,197,2+1,17,12,Soba,Var,Yok,Evet,1068421
Kars,Sarıkamış,97,3+1,11,13,Kombi,Var,Var,Evet,749200
Kars,Sarıkamış,250,1+1,10,0,Soba,Var,Yok,Evet,1146500
Kars,Sarıkamış,153,4+1,1,14,Merkezi,Yok,Yok,Hayır,842017
Kars,Sarıkamış,110,3+1,16,15,Kombi,Yok,Yok,Hayır,941970
Kars,Sarıkamış,76,2+1,2,20,Kombi,Var,Yok,Evet,646696
Kars,Sarıkamış,135,1+1,0,19,Kombi,Yok,Var,Evet,980230
Kars,Sarıkamış,68,1+1,3,3,Kombi,Yok,Var,Evet,574012
Kars,Sarıkamış,167,4+1,29,19,Kombi,Yok,Yok,Evet,1012055
Kars,Sarıkamış,158,3+1,22,7,Soba,Yok,Yok,Evet,840978
Kars,Sarıkamış,132,2+1,29,16,Merkezi,Var,Yok,Hayır,1026208
Kars,Selim,169,1+1,26,11,Kombi,Var,Yok,Evet,1045242
Kars,Selim,141,3+1,30,18,Soba,Yok,Var,Hayır,1003480
Kars,Selim,230,3+1,4,2,Merkezi,Var,Yok,Evet,1131630
Kars,Selim,108,1+1,27,10,Merkezi,Yok,Yok,Hayır,800140
Kars,Selim,115,3+1,18,12,Merkezi,Var,Var,Evet,929115
Kars,Selim,170,2+1,11,1,Soba,Var,Yok,Hayır,960320
Kars,Selim,235,2+1,3,4,Merkezi,Var,Yok,Hayır,1035440
Kars,Selim,245,1+1,30,6,Soba,Var,Var,Hayır,1425080
Kars,Selim,223,4+1,0,12,Kombi,Var,Yok,Evet,996525
Kars,Selim,103,4+1,16,15,Merkezi,Var,Var,Hayır,671611
Kars,Susuz,110,4+1,16,14,Kombi,Var,Var,Evet,838130
Kars,Susuz,109,3+1,9,11,Soba,Var,Yok,Hayır,877965
Kars,Susuz,96,2+1,13,3,Merkezi,Yok,Var,Evet,864544
Kars,Susuz,201,1+1,12,0,Kombi,Var,Var,Evet,1221286
Kars,Susuz,214,1+1,0,7,Soba,Var,Yok,Evet,1193298
Kars,Susuz,219,2+1,25,20,Kombi,Yok,Var,Evet,1274467
Kars,Susuz,158,4+1,4,18,Soba,Yok,Var,Evet,914606
Kars,Susuz,197,3+1,28,3,Soba,Yok,Var,Evet,1344812
Kars,Susuz,216,4+1,29,16,Merkezi,Var,Yok,Hayır,1263784
Kars,Susuz,202,1+1,18,5,Merkezi,Var,Yok,Hayır,1076902
Kastamonu,Abana,163,2+1,19,14,Soba,Yok,Var,Hayır,673091
Kastamonu,Abana,102,3+1,20,17,Soba,Yok,Var,Evet,577603
Kastamonu,Abana,182,2+1,11,20,Soba,Yok,Var,Hayır,2707312
Kastamonu,Abana,91,4+1,2,19,Merkezi,Yok,Var,Hayır,2257881
Kastamonu,Abana,194,2+1,22,13,Merkezi,Yok,Yok,Hayır,615326
Kastamonu,Abana,138,3+1,27,20,Merkezi,Var,Yok,Hayır,2352446
Kastamonu,Abana,139,4+1,0,8,Kombi,Yok,Yok,Hayır,563255
Kastamonu,Abana,75,3+1,26,10,Soba,Yok,Var,Hayır,2291216
Kastamonu,Abana,98,4+1,13,9,Soba,Var,Var,Evet,1380236
Kastamonu,Abana,172,1+1,14,19,Kombi,Var,Var,Evet,777872
Kastamonu,Araç,132,3+1,19,0,Soba,Var,Var,Evet,2478439
Kastamonu,Araç,164,1+1,11,1,Soba,Yok,Yok,Hayır,1984760
Kastamonu,Araç,180,4+1,10,6,Kombi,Yok,Yok,Evet,1683217
Kastamonu,Araç,174,4+1,6,13,Merkezi,Yok,Var,Hayır,1458905
Kastamonu,Araç,119,2+1,11,9,Soba,Yok,Yok,Evet,2858167
Kastamonu,Araç,95,1+1,20,15,Kombi,Var,Yok,Evet,433718
Kastamonu,Araç,183,4+1,20,6,Merkezi,Var,Var,Hayır,1937580
Kastamonu,Araç,180,3+1,22,0,Merkezi,Var,Yok,Evet,2486386
Kastamonu,Araç,186,2+1,11,10,Kombi,Var,Yok,Hayır,1183545
Kastamonu,Araç,199,1+1,8,17,Soba,Yok,Var,Hayır,2670873
Kastamonu,Azdavay,193,1+1,21,9,Soba,Yok,Yok,Evet,1131545
Kastamonu,Azdavay,116,2+1,19,12,Merkezi,Yok,Yok,Hayır,1105783
Kastamonu,Azdavay,108,2+1,3,5,Kombi,Var,Yok,Hayır,1094692
Kastamonu,Azdavay,102,2+1,10,11,Kombi,Yok,Yok,Evet,2720320
Kastamonu,Azdavay,179,4+1,29,7,Kombi,Var,Var,Evet,780750
Kastamonu,Azdavay,141,4+1,15,16,Soba,Var,Yok,Evet,424445
Kastamonu,Azdavay,189,4+1,7,10,Kombi,Yok,Yok,Hayır,2304640
Kastamonu,Azdavay,75,1+1,29,13,Merkezi,Yok,Var,Evet,1504078
Kastamonu,Azdavay,133,4+1,18,19,Merkezi,Yok,Yok,Evet,1904476
Kastamonu,Azdavay,181,2+1,24,2,Soba,Yok,Var,Evet,2401098
Kastamonu,Ağlı,194,3+1,23,6,Kombi,Var,Yok,Hayır,789963
Kastamonu,Ağlı,83,1+1,2,16,Kombi,Var,Yok,Hayır,564121
Kastamonu,Ağlı,150,4+1,23,3,Merkezi,Var,Var,Hayır,2366351
Kastamonu,Ağlı,153,3+1,16,5,Merkezi,Var,Var,Evet,2116711
Kastamonu,Ağlı,179,1+1,5,1,Kombi,Yok,Yok,Hayır,795371
Kastamonu,Ağlı,189,1+1,11,18,Merkezi,Yok,Yok,Evet,1198413
Kastamonu,Ağlı,105,4+1,19,13,Merkezi,Yok,Var,Evet,1607702
Kastamonu,Ağlı,164,1+1,29,10,Kombi,Yok,Yok,Hayır,2573720
Kastamonu,Ağlı,74,3+1,26,17,Kombi,Var,Var,Evet,2179503
Kastamonu,Ağlı,189,3+1,10,3,Kombi,Yok,Var,Evet,2369612
Kastamonu,Bozkurt,139,2+1,5,6,Soba,Yok,Yok,Evet,2926909
Kastamonu,Bozkurt,172,1+1,12,11,Soba,Var,Yok,Evet,2134311
Kastamonu,Bozkurt,72,4+1,21,8,Kombi,Var,Yok,Evet,2613739
Kastamonu,Bozkurt,128,1+1,5,9,Kombi,Var,Yok,Hayır,1915474
Kastamonu,Bozkurt,188,4+1,29,14,Kombi,Var,Var,Evet,1148817
Kastamonu,Bozkurt,145,2+1,15,12,Kombi,Yok,Var,Evet,1651694
Kastamonu,Bozkurt,113,4+1,5,0,Kombi,Var,Yok,Hayır,530947
Kastamonu,Bozkurt,124,4+1,20,8,Kombi,Var,Yok,Evet,2815532
Kastamonu,Bozkurt,146,1+1,18,14,Soba,Yok,Yok,Hayır,755405
Kastamonu,Bozkurt,140,2+1,29,14,Kombi,Yok,Var,Hayır,708366
Kastamonu,Cide,107,1+1,13,11,Merkezi,Var,Var,Evet,2862113
Kastamonu,Cide,140,2+1,19,6,Merkezi,Var,Var,Evet,2254439
Kastamonu,Cide,151,3+1,8,2,Soba,Yok,Yok,Evet,827378
Kastamonu,Cide,178,4+1,11,17,Kombi,Yok,Var,Evet,819244
Kastamonu,Cide,83,1+1,6,8,Soba,Yok,Yok,Hayır,2961467
Kastamonu,Cide,159,2+1,0,3,Kombi,Var,Var,Evet,2580232
Kastamonu,Cide,171,4+1,0,1,Kombi,Var,Yok,Hayır,923324
Kastamonu,Cide,99,3+1,6,5,Soba,Yok,Yok,Evet,1656886
Kastamonu,Cide,99,1+1,6,0,Kombi,Yok,Yok,Hayır,2733915
Kastamonu,Cide,62,2+1,5,11,Merkezi,Var,Var,Evet,1276899
Kastamonu,Daday,63,4+1,4,5,Merkezi,Yok,Yok,Evet,1404478
Kastamonu,Daday,171,1+1,30,19,Kombi,Var,Yok,Evet,2460590
Kastamonu,Daday,95,1+1,4,11,Merkezi,Var,Var,Evet,821164
Kastamonu,Daday,179,3+1,19,18,Merkezi,Yok,Yok,Hayır,1737294
Kastamonu,Daday,78,4+1,17,12,Merkezi,Yok,Yok,Hayır,1614219
Kastamonu,Daday,197,3+1,17,4,Soba,Var,Var,Evet,2554653
Kastamonu,Daday,72,2+1,8,5,Soba,Yok,Yok,Evet,760746
Kastamonu,Daday,158,2+1,10,9,Soba,Var,Var,Hayır,467661
Kastamonu,Daday,79,2+1,23,5,Merkezi,Yok,Var,Evet,2942466
Kastamonu,Daday,62,4+1,12,12,Soba,Yok,Yok,Evet,1286093
Kastamonu,Devrekani,131,1+1,2,3,Soba,Var,Yok,Hayır,2196692
Kastamonu,Devrekani,196,4+1,17,8,Soba,Yok,Yok,Hayır,2731134
Kastamonu,Devrekani,139,2+1,3,18,Kombi,Yok,Yok,Hayır,2940420
Kastamonu,Devrekani,156,2+1,23,10,Merkezi,Yok,Var,Hayır,2143502
Kastamonu,Devrekani,100,2+1,9,8,Soba,Yok,Var,Hayır,1898283
Kastamonu,Devrekani,117,3+1,12,15,Merkezi,Yok,Var,Evet,2129159
Kastamonu,Devrekani,186,4+1,18,7,Merkezi,Yok,Var,Hayır,785403
Kastamonu,Devrekani,178,1+1,20,1,Soba,Var,Yok,Hayır,1274212
Kastamonu,Devrekani,191,3+1,8,4,Kombi,Yok,Var,Hayır,2065486
Kastamonu,Devrekani,99,4+1,20,3,Kombi,Yok,Yok,Hayır,2375926
Kastamonu,Doğanyurt,112,2+1,19,1,Soba,Var,Yok,Hayır,1866061
Kastamonu,Doğanyurt,178,2+1,8,8,Kombi,Var,Yok,Evet,2634729
Kastamonu,Doğanyurt,148,2+1,22,19,Kombi,Var,Yok,Hayır,2557539
Kastamonu,Doğanyurt,136,2+1,16,6,Kombi,Var,Yok,Hayır,1432031
Kastamonu,Doğanyurt,191,1+1,1,20,Merkezi,Yok,Var,Hayır,1005353
Kastamonu,Doğanyurt,103,3+1,7,7,Soba,Yok,Yok,Evet,719119
Kastamonu,Doğanyurt,85,3+1,4,17,Kombi,Var,Yok,Evet,542230
Kastamonu,Doğanyurt,138,2+1,23,13,Soba,Yok,Var,Hayır,1401278
Kastamonu,Doğanyurt,130,2+1,21,9,Soba,Var,Yok,Hayır,820885
Kastamonu,Doğanyurt,140,1+1,10,16,Merkezi,Var,Var,Hayır,2224393
Kastamonu,Hanönü,77,4+1,27,15,Soba,Var,Var,Hayır,478814
Kastamonu,Hanönü,161,1+1,23,3,Kombi,Var,Yok,Hayır,753562
Kastamonu,Hanönü,173,3+1,30,0,Soba,Yok,Yok,Hayır,2028867
Kastamonu,Hanönü,144,4+1,4,4,Kombi,Yok,Var,Evet,1072631
Kastamonu,Hanönü,103,4+1,17,14,Kombi,Var,Var,Evet,2167015
Kastamonu,Hanönü,119,4+1,2,11,Soba,Var,Var,Hayır,1753220
Kastamonu,Hanönü,148,3+1,28,11,Merkezi,Var,Var,Hayır,703365
Kastamonu,Hanönü,90,1+1,10,13,Kombi,Yok,Yok,Hayır,2222535
Kastamonu,Hanönü,180,2+1,1,0,Merkezi,Var,Var,Evet,2031522
Kastamonu,Hanönü,87,2+1,26,11,Soba,Yok,Var,Evet,433194
Kastamonu,Kastamonu Merkez,159,2+1,15,0,Soba,Yok,Yok,Hayır,1524692
Kastamonu,Kastamonu Merkez,182,2+1,21,20,Kombi,Var,Var,Evet,559370
Kastamonu,Kastamonu Merkez,158,3+1,10,20,Kombi,Var,Var,Hayır,868370
Kastamonu,Kastamonu Merkez,152,4+1,0,11,Merkezi,Var,Var,Hayır,876809
Kastamonu,Kastamonu Merkez,72,3+1,7,14,Soba,Yok,Yok,Evet,618302
Kastamonu,Kastamonu Merkez,101,4+1,2,2,Merkezi,Var,Yok,Hayır,1722835
Kastamonu,Kastamonu Merkez,136,3+1,10,11,Kombi,Var,Var,Evet,2070775
Kastamonu,Kastamonu Merkez,169,4+1,27,16,Kombi,Yok,Var,Hayır,1680630
Kastamonu,Kastamonu Merkez,75,2+1,10,4,Merkezi,Yok,Yok,Evet,2470575
Kastamonu,Kastamonu Merkez,123,1+1,15,5,Merkezi,Yok,Yok,Evet,1495019
Kastamonu,Küre,119,3+1,9,4,Merkezi,Yok,Var,Evet,2337185
Kastamonu,Küre,183,4+1,12,10,Kombi,Var,Var,Hayır,1402163
Kastamonu,Küre,153,3+1,20,19,Merkezi,Var,Var,Hayır,2388801
Kastamonu,Küre,103,1+1,27,14,Soba,Var,Yok,Evet,2062677
Kastamonu,Küre,100,3+1,19,16,Soba,Var,Var,Evet,968727
Kastamonu,Küre,63,4+1,17,9,Merkezi,Yok,Var,Evet,1694515
Kastamonu,Küre,71,3+1,5,9,Soba,Yok,Yok,Hayır,1561447
Kastamonu,Küre,109,3+1,27,3,Merkezi,Var,Var,Evet,1299073
Kastamonu,Küre,178,3+1,10,13,Kombi,Yok,Yok,Hayır,860790
Kastamonu,Küre,86,3+1,28,15,Merkezi,Yok,Var,Hayır,587639
Kastamonu,Pınarbaşı,124,3+1,21,20,Merkezi,Yok,Yok,Hayır,2671992
Kastamonu,Pınarbaşı,133,3+1,13,3,Kombi,Var,Yok,Hayır,2367510
Kastamonu,Pınarbaşı,198,3+1,26,13,Soba,Var,Yok,Evet,746241
Kastamonu,Pınarbaşı,170,3+1,4,13,Soba,Yok,Var,Hayır,626009
Kastamonu,Pınarbaşı,76,1+1,9,4,Soba,Var,Var,Hayır,2619578
Kastamonu,Pınarbaşı,189,3+1,25,15,Merkezi,Yok,Yok,Hayır,2337568
Kastamonu,Pınarbaşı,87,2+1,26,4,Kombi,Var,Yok,Evet,2451091
Kastamonu,Pınarbaşı,160,2+1,23,13,Merkezi,Var,Var,Hayır,2913377
Kastamonu,Pınarbaşı,124,4+1,19,8,Kombi,Var,Yok,Evet,727365
Kastamonu,Pınarbaşı,150,1+1,28,12,Soba,Var,Var,Hayır,743963
Kastamonu,Seydiler,71,3+1,18,1,Soba,Yok,Var,Evet,2753237
Kastamonu,Seydiler,62,4+1,27,18,Merkezi,Yok,Var,Hayır,589286
Kastamonu,Seydiler,115,4+1,7,3,Kombi,Var,Var,Evet,678567
Kastamonu,Seydiler,92,4+1,0,3,Merkezi,Yok,Var,Evet,2385645
Kastamonu,Seydiler,75,3+1,13,19,Soba,Var,Yok,Hayır,2045047
Kastamonu,Seydiler,118,2+1,8,7,Soba,Var,Var,Evet,2893491
Kastamonu,Seydiler,140,3+1,25,7,Kombi,Yok,Var,Hayır,2846334
Kastamonu,Seydiler,110,3+1,13,14,Merkezi,Var,Yok,Hayır,2031201
Kastamonu,Seydiler,99,1+1,14,19,Merkezi,Yok,Yok,Evet,628350
Kastamonu,Seydiler,66,2+1,23,19,Kombi,Var,Yok,Hayır,1676937
Kastamonu,Taşköprü,116,4+1,23,15,Kombi,Var,Var,Evet,1745576
Kastamonu,Taşköprü,101,1+1,23,16,Kombi,Var,Yok,Evet,2250920
Kastamonu,Taşköprü,94,2+1,4,15,Merkezi,Var,Var,Hayır,1014220
Kastamonu,Taşköprü,94,2+1,14,4,Soba,Yok,Var,Hayır,1520831
Kastamonu,Taşköprü,177,1+1,9,11,Soba,Var,Yok,Evet,1084625
Kastamonu,Taşköprü,82,4+1,18,9,Soba,Var,Var,Evet,1451540
Kastamonu,Taşköprü,63,4+1,30,14,Soba,Yok,Var,Evet,1634187
Kastamonu,Taşköprü,101,1+1,28,1,Kombi,Yok,Var,Evet,2826203
Kastamonu,Taşköprü,123,1+1,8,19,Kombi,Var,Yok,Evet,950249
Kastamonu,Taşköprü,175,2+1,20,1,Soba,Yok,Var,Hayır,1830081
Kastamonu,Tosya,68,2+1,28,3,Soba,Yok,Yok,Hayır,2521144
Kastamonu,Tosya,84,2+1,29,0,Soba,Var,Var,Evet,1239800
Kastamonu,Tosya,194,3+1,23,16,Soba,Var,Var,Hayır,658029
Kastamonu,Tosya,196,4+1,21,12,Kombi,Var,Yok,Evet,742554
Kastamonu,Tosya,141,4+1,18,15,Merkezi,Yok,Var,Hayır,689155
Kastamonu,Tosya,150,1+1,2,1,Soba,Yok,Yok,Evet,1962629
Kastamonu,Tosya,160,2+1,14,3,Soba,Var,Yok,Hayır,1450809
Kastamonu,Tosya,111,4+1,17,3,Kombi,Yok,Yok,Evet,1656037
Kastamonu,Tosya,190,3+1,26,7,Merkezi,Yok,Var,Evet,1178927
Kastamonu,Tosya,161,1+1,0,2,Kombi,Var,Var,Hayır,891565
Kastamonu,Çatalzeytin,128,3+1,23,17,Merkezi,Yok,Var,Evet,2807423
Kastamonu,Çatalzeytin,174,4+1,28,9,Merkezi,Yok,Yok,Hayır,871431
Kastamonu,Çatalzeytin,182,2+1,9,2,Kombi,Yok,Yok,Hayır,2598325
Kastamonu,Çatalzeytin,132,2+1,8,2,Kombi,Yok,Var,Evet,1509938
Kastamonu,Çatalzeytin,108,3+1,29,14,Soba,Var,Yok,Evet,2049167
Kastamonu,Çatalzeytin,73,1+1,4,15,Soba,Yok,Yok,Hayır,2603924
Kastamonu,Çatalzeytin,102,4+1,22,18,Kombi,Var,Var,Hayır,1756276
Kastamonu,Çatalzeytin,68,1+1,19,19,Kombi,Yok,Yok,Hayır,975854
Kastamonu,Çatalzeytin,79,2+1,24,4,Kombi,Yok,Yok,Hayır,2244383
Kastamonu,Çatalzeytin,100,4+1,25,8,Kombi,Yok,Var,Hayır,1447184
Kastamonu,İhsangazi,61,4+1,20,19,Soba,Yok,Var,Evet,2942731
Kastamonu,İhsangazi,144,4+1,19,15,Kombi,Yok,Var,Hayır,2444043
Kastamonu,İhsangazi,105,1+1,16,19,Soba,Yok,Var,Hayır,2735958
Kastamonu,İhsangazi,81,1+1,17,1,Soba,Var,Var,Hayır,1916561
Kastamonu,İhsangazi,88,3+1,22,19,Soba,Var,Var,Evet,2291798
Kastamonu,İhsangazi,82,2+1,23,9,Soba,Var,Yok,Hayır,1184867
Kastamonu,İhsangazi,92,4+1,16,20,Kombi,Var,Yok,Evet,2259494
Kastamonu,İhsangazi,100,4+1,8,20,Kombi,Yok,Yok,Evet,1855132
Kastamonu,İhsangazi,190,3+1,16,15,Merkezi,Yok,Var,Evet,1149007
Kastamonu,İhsangazi,60,4+1,25,8,Soba,Yok,Var,Evet,1303178
Kastamonu,İnebolu,182,3+1,18,13,Soba,Var,Yok,Evet,1931259
Kastamonu,İnebolu,134,4+1,2,0,Kombi,Yok,Var,Hayır,1867682
Kastamonu,İnebolu,182,3+1,22,18,Kombi,Yok,Yok,Hayır,1411384
Kastamonu,İnebolu,74,4+1,4,12,Kombi,Var,Yok,Evet,1739436
Kastamonu,İnebolu,74,2+1,21,9,Merkezi,Yok,Var,Hayır,661715
Kastamonu,İnebolu,165,1+1,8,17,Merkezi,Yok,Var,Hayır,2449519
Kastamonu,İnebolu,152,1+1,14,17,Merkezi,Var,Var,Evet,1264608
Kastamonu,İnebolu,172,3+1,3,8,Soba,Yok,Yok,Hayır,2526793
Kastamonu,İnebolu,63,4+1,4,15,Merkezi,Yok,Yok,Hayır,642359
Kastamonu,İnebolu,147,4+1,20,2,Kombi,Yok,Var,Hayır,807569
Kastamonu,Şenpazar,62,2+1,6,11,Kombi,Yok,Yok,Evet,1235894
Kastamonu,Şenpazar,98,3+1,9,15,Kombi,Var,Var,Evet,2849622
Kastamonu,Şenpazar,70,4+1,10,2,Merkezi,Yok,Yok,Hayır,710645
Kastamonu,Şenpazar,149,3+1,16,18,Merkezi,Var,Yok,Hayır,2721770
Kastamonu,Şenpazar,106,3+1,11,6,Merkezi,Var,Var,Evet,755686
Kastamonu,Şenpazar,97,3+1,28,11,Soba,Yok,Yok,Evet,1646430
Kastamonu,Şenpazar,162,4+1,27,9,Soba,Var,Var,Evet,2279765
Kastamonu,Şenpazar,96,4+1,21,9,Kombi,Var,Yok,Hayır,594546
Kastamonu,Şenpazar,67,4+1,25,4,Merkezi,Var,Yok,Evet,2257129
Kastamonu,Şenpazar,148,2+1,14,8,Kombi,Yok,Var,Hayır,2476116
Kayseri,Akkışla,92,1+1,24,5,Soba,Var,Var,Hayır,2586774
Kayseri,Akkışla,154,3+1,3,2,Kombi,Yok,Var,Evet,1947516
Kayseri,Akkışla,96,1+1,22,9,Kombi,Var,Var,Hayır,1215703
Kayseri,Akkışla,122,2+1,18,12,Merkezi,Var,Var,Evet,961324
Kayseri,Akkışla,90,1+1,16,16,Kombi,Yok,Yok,Evet,2504909
Kayseri,Akkışla,98,4+1,30,1,Kombi,Yok,Yok,Hayır,944382
Kayseri,Akkışla,193,1+1,4,6,Kombi,Var,Var,Hayır,441733
Kayseri,Akkışla,152,4+1,17,2,Merkezi,Yok,Var,Evet,608124
Kayseri,Akkışla,79,1+1,4,17,Soba,Var,Var,Evet,2793425
Kayseri,Akkışla,97,3+1,30,10,Soba,Var,Yok,Hayır,2473274
Kayseri,Bünyan,195,1+1,19,12,Merkezi,Var,Var,Evet,1142881
Kayseri,Bünyan,69,3+1,30,1,Soba,Yok,Var,Evet,1811441
Kayseri,Bünyan,72,3+1,19,9,Soba,Yok,Yok,Evet,1239567
Kayseri,Bünyan,115,2+1,24,20,Kombi,Var,Yok,Evet,1240221
Kayseri,Bünyan,111,1+1,7,17,Soba,Yok,Var,Evet,792458
Kayseri,Bünyan,139,4+1,10,18,Merkezi,Var,Var,Evet,2389565
Kayseri,Bünyan,153,2+1,6,14,Soba,Var,Var,Hayır,1873513
Kayseri,Bünyan,164,3+1,5,14,Kombi,Yok,Yok,Hayır,1064938
Kayseri,Bünyan,167,2+1,10,0,Soba,Var,Yok,Evet,1640507
Kayseri,Bünyan,151,1+1,21,12,Merkezi,Var,Var,Hayır,600524
Kayseri,Develi,127,4+1,26,12,Merkezi,Var,Var,Evet,1622507
Kayseri,Develi,165,1+1,27,5,Soba,Yok,Yok,Evet,1409517
Kayseri,Develi,94,3+1,24,5,Kombi,Yok,Var,Hayır,2548017
Kayseri,Develi,189,4+1,25,2,Soba,Yok,Yok,Hayır,586425
Kayseri,Develi,198,3+1,30,1,Kombi,Yok,Yok,Hayır,850176
Kayseri,Develi,160,4+1,12,1,Merkezi,Var,Var,Hayır,1532358
Kayseri,Develi,98,2+1,26,3,Merkezi,Yok,Var,Evet,764236
Kayseri,Develi,170,1+1,1,7,Kombi,Var,Var,Hayır,1355823
Kayseri,Develi,67,2+1,20,13,Soba,Var,Yok,Hayır,1728590
Kayseri,Develi,160,2+1,11,2,Kombi,Var,Yok,Evet,2445712
Kayseri,Felahiye,73,2+1,24,19,Soba,Var,Var,Hayır,2444777
Kayseri,Felahiye,194,3+1,26,3,Kombi,Yok,Var,Evet,2226751
Kayseri,Felahiye,190,3+1,18,9,Kombi,Var,Yok,Evet,1335143
Kayseri,Felahiye,152,3+1,24,4,Soba,Var,Var,Evet,1930768
Kayseri,Felahiye,162,1+1,10,19,Soba,Yok,Yok,Hayır,764015
Kayseri,Felahiye,93,3+1,19,9,Soba,Yok,Yok,Evet,1018490
Kayseri,Felahiye,127,2+1,6,9,Merkezi,Yok,Yok,Hayır,2580754
Kayseri,Felahiye,194,1+1,13,17,Merkezi,Yok,Var,Evet,2140751
Kayseri,Felahiye,174,1+1,28,8,Kombi,Yok,Yok,Hayır,1604218
Kayseri,Felahiye,156,3+1,13,20,Merkezi,Yok,Var,Hayır,2344310
Kayseri,Hacılar,125,1+1,24,19,Merkezi,Var,Yok,Evet,1303479
Kayseri,Hacılar,83,2+1,16,12,Kombi,Yok,Var,Evet,2718659
Kayseri,Hacılar,97,3+1,13,4,Kombi,Var,Var,Hayır,2942200
Kayseri,Hacılar,143,3+1,6,3,Merkezi,Var,Yok,Evet,1652295
Kayseri,Hacılar,187,1+1,16,8,Merkezi,Var,Yok,Hayır,770279
Kayseri,Hacılar,142,1+1,9,3,Kombi,Yok,Yok,Hayır,2720728
Kayseri,Hacılar,168,4+1,12,8,Kombi,Yok,Yok,Hayır,733952
Kayseri,Hacılar,84,1+1,29,0,Kombi,Var,Var,Hayır,2589479
Kayseri,Hacılar,90,3+1,8,1,Merkezi,Var,Var,Hayır,2885505
